Date,Close,SMA_20,SMA_50,RSI_14,SMA_cross,Cross_event,Period
2026-05-26,95.02191111056678,95.75744338460474,,48.86115520000154,-1,0.0,History
2026-05-27,95.47411511312006,95.6511899956342,,54.10444197432398,-1,0.0,History
2026-05-28,95.40124041693235,95.54385279176849,,53.15852577079066,-1,0.0,History
2026-05-29,95.07378955205928,95.40464416827905,,49.01207159577538,-1,0.0,History
2026-05-30,95.23383851320132,95.29145383039773,,51.022959588458875,-1,0.0,History
2026-05-31,95.35205721874965,95.21589786720625,,52.51271801227096,-1,0.0,History
2026-06-01,95.82946677569925,95.15504669039277,,58.06068915995454,-1,0.0,History
2026-06-02,95.30237800709783,95.08144685197726,,50.979162212619215,-1,0.0,History
2026-06-03,95.03890483469823,95.03475919696872,,47.838239593411735,-1,0.0,History
2026-06-04,94.70240268278573,94.98772839053375,,44.10101453578351,-1,0.0,History
2026-06-05,93.99504729870787,94.91446886426102,,37.4737316871659,-1,0.0,History
2026-06-06,94.06148126605468,94.86887088515209,,38.40985988382103,-1,0.0,History
2026-06-07,94.29470431723837,94.86538015642466,,41.70928421299784,-1,0.0,History
2026-06-08,94.00202084138142,94.8457897078234,95.91886230415653,38.89340294983813,-1,0.0,History
2026-06-09,94.5922375847244,94.83629354802491,95.8924826621639,46.70698060215467,-1,0.0,History
2026-06-10,94.94984180315518,94.84884148223423,95.86143145745754,50.81096697287089,-1,0.0,History
2026-06-11,95.22706992428306,94.89004775586925,95.82518419938432,53.78237658932095,-1,0.0,History
2026-06-12,95.41011680748913,94.93168176112314,95.79667165008715,55.68584827023983,-1,0.0,History
2026-06-13,95.82731155432371,94.97848884102734,95.7787577886383,59.754217512791406,-1,0.0,History
2026-06-14,95.28031799927523,95.00351268107718,95.75410990277993,52.89715235426127,-1,0.0,History
2026-06-15,95.5528450575504,95.03005937842636,95.72976879854117,55.62914551307104,-1,0.0,History
2026-06-16,95.82143906524688,95.04742557603271,95.71098964637062,58.2022460944259,-1,0.0,History
2026-06-17,95.09159181150194,95.03194314576118,95.67094018579357,49.7583100595656,-1,0.0,History
2026-06-18,95.2514101204863,95.04082417418252,95.64955425044532,51.42034019985376,-1,0.0,History
2026-06-20,95.13654284694164,95.03595939086954,95.61222849598083,50.136580230528125,-1,0.0,Forecast
2026-06-21,94.79949018258995,95.00833103906156,95.56869749262921,46.47041863669077,-1,0.0,Forecast
2026-06-22,94.86615944683437,94.96016567261833,95.5203823178737,47.291432871517564,-1,0.0,Forecast
2026-06-23,94.60428256169905,94.92526090034838,95.4677111553159,44.410091620404806,-1,0.0,Forecast
2026-06-24,94.6844569542341,94.90753850632517,95.41960242996194,45.504788206532545,-1,0.0,Forecast
2026-06-25,95.72244387005706,94.95854056568874,95.38799404315408,57.243932565202975,-1,0.0,Forecast
2026-06-26,95.92248326881494,95.0549123641941,95.35300710778056,59.073671901862944,-1,0.0,Forecast
2026-06-27,96.26322285134079,95.1649994434584,95.32628790695676,62.05263310764379,-1,0.0,Forecast
2026-06-28,95.94088595820105,95.24730852550654,95.29414593623585,57.768846086081616,-1,0.0,Forecast
2026-06-29,95.57240688146668,95.32582782751079,95.24843483342822,53.243788545308796,1,2.0,Forecast
2026-06-30,95.92010535264308,95.39222121590673,95.21688403506454,56.69111232410426,1,0.0,Forecast
2026-07-01,95.52909067298962,95.42118365939845,95.19020231887272,52.043948685073715,1,0.0,Forecast
2026-07-02,95.15140128274633,95.41740022732162,95.15230053828827,47.95481235994126,1,0.0,Forecast
2026-07-03,95.34008837195822,95.41389880554507,95.1236148102193,50.065640691007665,1,0.0,Forecast
2026-07-04,95.15945870900816,95.38050616327929,95.10735082570207,48.056297082912344,1,0.0,Forecast
2026-07-05,95.43513222767422,95.38824687469925,95.10319309402584,51.27066495047079,1,0.0,Forecast
2026-07-06,95.07206037541694,95.36420764059257,95.09542954505096,47.133747476903416,1,0.0,Forecast
2026-07-07,95.4595027205161,95.34611082335603,95.10515078249661,51.61989831141388,1,0.0,Forecast
2026-07-08,94.52848345578612,95.31795540557025,95.10843007377657,42.32528190522236,1,0.0,Forecast
2026-07-09,94.17083339252768,95.2639265691723,95.10397014535901,39.39103886629669,1,0.0,Forecast
2026-07-10,93.62694637800455,95.18844674572546,95.08086585730521,35.37475225274329,1,0.0,Forecast
2026-07-11,93.71592460734063,95.134268466963,95.06120668707267,36.51515196690377,1,0.0,Forecast
2026-07-12,93.11006118850844,95.04646355404668,95.03534902181119,32.33149284131949,1,0.0,Forecast
2026-07-13,93.53657579524518,94.993078215724,95.01453180366785,37.73952734830976,-1,-2.0,Forecast
2026-07-14,93.14174910867368,94.91594282344597,94.97954338671653,34.95459644363129,-1,0.0,Forecast
2026-07-15,93.551311000649,94.80738617997557,94.95497278276393,39.90830178501843,-1,0.0,Forecast
2026-07-16,93.54801241558172,94.68866263731391,94.92549480886424,39.88195771586553,-1,0.0,Forecast
2026-07-17,93.9910660443059,94.57505479696216,94.89583382748795,45.121960201902866,-1,0.0,Forecast
2026-07-18,94.47945606601343,94.50198330235278,94.87739814046955,50.26783480393302,-1,0.0,Forecast
2026-07-19,94.2474861008608,94.4357372633225,94.86087207144561,47.96716487085209,-1,0.0,Forecast
